investor_id,SIP_Count,Avg_Gap_Days,Risk_Flag
INV001630,5,39.75,Healthy
INV001631,11,45.6,At Risk
INV001632,2,87.0,Healthy
INV001633,1,,Healthy
INV001634,3,30.5,Healthy
INV001635,7,73.0,At Risk
INV001636,11,39.1,At Risk
INV001637,6,90.4,At Risk
INV001638,4,65.0,Healthy
INV001639,6,69.4,At Risk
INV001640,12,28.0,Healthy
INV001641,10,54.55555555555556,At Risk
INV001642,5,97.25,Healthy
INV001643,8,49.285714285714285,At Risk
INV001644,11,41.0,At Risk
INV001645,8,54.285714285714285,At Risk
INV001646,4,102.66666666666667,Healthy
INV001647,1,,Healthy
INV001648,9,58.625,At Risk
INV001649,12,42.27272727272727,At Risk
INV001650,6,49.2,At Risk
INV001651,11,47.2,At Risk
INV001652,9,46.75,At Risk
INV001653,8,55.142857142857146,At Risk
INV001654,10,38.22222222222222,At Risk
INV001655,5,79.75,Healthy
INV001656,10,51.333333333333336,At Risk
INV001657,1,,Healthy
INV001658,11,42.2,At Risk
INV001659,2,41.0,Healthy
INV001660,6,78.8,At Risk
INV001661,5,97.75,Healthy
INV001662,12,41.36363636363637,At Risk
INV001663,8,46.57142857142857,At Risk
INV001664,2,349.0,Healthy
INV001665,3,116.5,Healthy
INV001666,6,58.2,At Risk
INV001667,1,,Healthy
INV001668,3,181.0,Healthy
INV001669,4,68.0,Healthy
INV001670,11,36.5,At Risk
INV001671,7,62.0,At Risk
INV001672,12,24.727272727272727,Healthy
INV001673,11,49.3,At Risk
INV001674,6,76.8,At Risk
INV001675,1,,Healthy
INV001676,5,118.0,Healthy
INV001677,5,95.0,Healthy
INV001678,3,61.0,Healthy
INV001679,7,76.5,At Risk
INV001680,12,42.81818181818182,At Risk
INV001681,3,180.5,Healthy
INV001682,1,,Healthy
INV001683,8,62.142857142857146,At Risk
INV001684,3,153.0,Healthy
INV001685,2,44.0,Healthy
INV001686,2,248.0,Healthy
INV001687,5,70.75,Healthy
INV001688,5,90.5,Healthy
INV001689,12,45.54545454545455,At Risk
INV001690,9,60.875,At Risk
INV001691,9,57.75,At Risk
INV001692,11,44.1,At Risk
INV001693,4,104.0,Healthy
INV001694,10,51.44444444444444,At Risk
INV001695,9,21.375,Healthy
INV001696,6,87.8,At Risk
INV001697,12,45.45454545454545,At Risk
INV001698,1,,Healthy
INV001699,8,59.42857142857143,At Risk
INV001700,1,,Healthy
INV001701,12,45.72727272727273,At Risk
INV001702,2,199.0,Healthy
INV001703,1,,Healthy
INV001704,1,,Healthy
INV001705,9,47.625,At Risk
INV001706,10,43.22222222222222,At Risk
INV001707,4,104.66666666666667,Healthy
INV001708,5,85.5,Healthy
INV001709,8,37.0,At Risk
INV001710,3,115.0,Healthy
INV001711,7,65.83333333333333,At Risk
INV001712,8,47.57142857142857,At Risk
INV001713,8,45.857142857142854,At Risk
INV001714,3,133.0,Healthy
INV001715,8,68.28571428571429,At Risk
INV001716,4,75.66666666666667,Healthy
INV001717,5,93.0,Healthy
INV001718,9,52.5,At Risk
INV001719,5,55.0,Healthy
INV001720,8,68.42857142857143,At Risk
INV001721,7,81.66666666666667,At Risk
INV001722,5,109.25,Healthy
INV001723,7,83.66666666666667,At Risk
INV001724,9,52.25,At Risk
INV001725,11,44.6,At Risk
INV001726,4,108.33333333333333,Healthy
INV001727,5,78.5,Healthy
INV001728,11,35.4,At Risk
INV001729,5,76.75,Healthy
INV001730,2,17.0,Healthy
INV001731,2,310.0,Healthy
INV001732,6,92.2,At Risk
INV001733,2,207.0,Healthy
INV001734,5,112.0,Healthy
INV001735,7,79.0,At Risk
INV001736,7,65.0,At Risk
INV001737,9,42.625,At Risk
INV001738,12,40.09090909090909,At Risk
INV001739,10,46.666666666666664,At Risk
INV001740,10,48.77777777777778,At Risk
INV001741,11,45.2,At Risk
INV001742,9,52.375,At Risk
INV001743,7,44.0,At Risk
INV001744,12,42.81818181818182,At Risk
INV001745,4,159.66666666666666,Healthy
INV001746,12,32.09090909090909,Healthy
INV001747,8,68.85714285714286,At Risk
INV001748,8,39.142857142857146,At Risk
INV001749,1,,Healthy
INV001750,3,180.5,Healthy
INV001751,8,39.142857142857146,At Risk
INV001752,12,37.81818181818182,At Risk
INV001753,12,42.81818181818182,At Risk
INV001754,4,139.66666666666666,Healthy
INV001755,2,206.0,Healthy
INV001756,1,,Healthy
INV001757,12,35.36363636363637,At Risk
INV001758,10,36.22222222222222,At Risk
INV001759,12,40.54545454545455,At Risk
INV001760,3,163.0,Healthy
INV001761,1,,Healthy
INV001762,8,47.57142857142857,At Risk
INV001763,7,59.666666666666664,At Risk
INV001764,5,73.75,Healthy
INV001765,8,67.57142857142857,At Risk
INV001766,3,93.5,Healthy
INV001767,1,,Healthy
INV001768,4,14.666666666666666,Healthy
INV001769,8,70.0,At Risk
INV001770,8,71.14285714285714,At Risk
INV001771,8,64.14285714285714,At Risk
INV001772,10,52.77777777777778,At Risk
INV001773,5,53.75,Healthy
INV001774,4,92.0,Healthy
INV001775,8,29.142857142857142,Healthy
INV001776,2,56.0,Healthy
INV001777,11,46.1,At Risk
INV001778,12,40.45454545454545,At Risk
INV001779,2,170.0,Healthy
INV001780,6,54.8,At Risk
INV001781,4,99.33333333333333,Healthy
INV001782,10,52.0,At Risk
INV001783,9,58.875,At Risk
INV001784,11,39.8,At Risk
INV001785,3,202.0,Healthy
INV001786,1,,Healthy
INV001787,6,60.0,At Risk
INV001788,5,56.0,Healthy
INV001789,5,51.25,Healthy
INV001790,10,44.55555555555556,At Risk
INV001791,5,76.75,Healthy
INV001792,6,58.4,At Risk
INV001793,2,409.0,Healthy
INV001794,9,45.625,At Risk
INV001795,5,98.25,Healthy
INV001796,7,73.5,At Risk
INV001797,11,47.8,At Risk
INV001798,6,54.0,At Risk
INV001799,7,73.16666666666667,At Risk
INV001800,11,42.0,At Risk
INV001801,6,68.6,At Risk
INV001802,10,49.0,At Risk
INV001803,9,36.875,At Risk
INV001804,11,42.9,At Risk
INV001805,6,62.2,At Risk
INV001806,11,47.7,At Risk
INV001807,2,164.0,Healthy
INV001808,2,306.0,Healthy
INV001809,7,79.66666666666667,At Risk
INV001810,11,45.3,At Risk
INV001811,12,44.81818181818182,At Risk
INV001812,1,,Healthy
INV001813,8,63.0,At Risk
INV001814,10,44.888888888888886,At Risk
INV001815,7,60.333333333333336,At Risk
INV001816,11,41.5,At Risk
INV001817,2,236.0,Healthy
INV001818,3,193.5,Healthy
INV001819,2,189.0,Healthy
INV001820,11,40.5,At Risk
INV001821,4,111.33333333333333,Healthy
INV001822,8,23.285714285714285,Healthy
INV001823,12,37.0,At Risk
INV001824,6,91.2,At Risk
INV001825,10,46.55555555555556,At Risk
INV001826,9,33.125,Healthy
INV001827,6,95.0,At Risk
INV001828,8,44.42857142857143,At Risk
INV001829,7,67.5,At Risk
INV001830,3,99.0,Healthy
INV001831,9,45.5,At Risk
INV001832,8,60.0,At Risk
INV001833,7,41.833333333333336,At Risk
INV001834,7,62.0,At Risk
INV001835,6,78.0,At Risk
INV001836,11,37.2,At Risk
INV001837,12,42.27272727272727,At Risk
INV001838,2,200.0,Healthy
INV001839,5,105.5,Healthy
INV001840,2,117.0,Healthy
INV001841,9,35.125,At Risk
INV001842,10,47.44444444444444,At Risk
INV001843,9,50.625,At Risk
INV001844,9,51.625,At Risk
INV001845,5,108.75,Healthy
INV001846,5,101.5,Healthy
INV001847,5,54.75,Healthy
INV001848,9,60.125,At Risk
INV001849,6,84.8,At Risk
INV001850,4,125.0,Healthy
INV001851,8,56.142857142857146,At Risk
INV001852,8,71.71428571428571,At Risk
INV001853,12,30.181818181818183,Healthy
INV001854,3,172.0,Healthy
INV001855,2,159.0,Healthy
INV001856,8,53.57142857142857,At Risk
INV001857,11,45.1,At Risk
INV001858,11,47.3,At Risk
INV001859,7,82.5,At Risk
INV001860,4,164.66666666666666,Healthy
INV001861,10,39.77777777777778,At Risk
INV001862,3,191.5,Healthy
INV001863,4,167.33333333333334,Healthy
INV001864,1,,Healthy
INV001865,9,47.625,At Risk
INV001866,8,46.142857142857146,At Risk
INV001867,6,89.6,At Risk
INV001868,6,91.6,At Risk
INV001869,4,122.0,Healthy
INV001870,8,65.14285714285714,At Risk
INV001871,12,42.63636363636363,At Risk
INV001872,3,152.0,Healthy
INV001873,3,68.5,Healthy
INV001874,10,52.333333333333336,At Risk
INV001875,7,73.0,At Risk
INV001876,5,86.0,Healthy
INV001877,7,54.833333333333336,At Risk
INV001878,5,90.0,Healthy
INV001879,9,58.5,At Risk
INV001880,9,49.125,At Risk
INV001881,6,74.6,At Risk
INV001882,5,105.0,Healthy
INV001883,8,70.85714285714286,At Risk
INV001884,1,,Healthy
INV001885,12,45.09090909090909,At Risk
INV001886,10,45.111111111111114,At Risk
INV001887,7,78.0,At Risk
INV001888,8,65.42857142857143,At Risk
INV001889,1,,Healthy
INV001890,7,85.5,At Risk
INV001891,9,60.25,At Risk
INV001892,3,174.5,Healthy
INV001893,6,54.6,At Risk
INV001894,4,42.0,Healthy
INV001895,8,61.57142857142857,At Risk
INV001896,6,47.0,At Risk
INV001897,7,52.833333333333336,At Risk
INV001898,1,,Healthy
INV001899,8,69.28571428571429,At Risk
INV001900,5,75.0,Healthy
INV001901,3,162.5,Healthy
INV001902,4,92.0,Healthy
INV001903,10,38.22222222222222,At Risk
INV001904,2,305.0,Healthy
INV001905,5,109.0,Healthy
INV001906,3,97.0,Healthy
INV001907,1,,Healthy
INV001908,5,69.0,Healthy
INV001909,10,48.333333333333336,At Risk
INV001910,5,101.25,Healthy
INV001911,4,30.0,Healthy
INV001912,11,45.4,At Risk
INV001913,6,64.6,At Risk
INV001914,10,42.22222222222222,At Risk
INV001915,2,228.0,Healthy
INV001916,10,45.888888888888886,At Risk
INV001917,8,40.42857142857143,At Risk
INV001918,2,185.0,Healthy
INV001919,2,132.0,Healthy
INV001920,11,30.0,Healthy
INV001921,12,43.63636363636363,At Risk
INV001922,7,68.66666666666667,At Risk
INV001923,12,44.0,At Risk
INV001924,9,60.875,At Risk
INV001925,1,,Healthy
INV001926,11,46.4,At Risk
INV001927,9,42.25,At Risk
INV001928,6,83.8,At Risk
INV001929,10,45.111111111111114,At Risk
INV001930,6,97.0,At Risk
INV001931,1,,Healthy
INV001932,2,249.0,Healthy
INV001933,8,61.714285714285715,At Risk
INV001934,3,162.0,Healthy
INV001935,1,,Healthy
INV001936,3,16.5,Healthy
INV001937,11,48.3,At Risk
INV001938,12,32.90909090909091,Healthy
INV001939,2,63.0,Healthy
INV001940,8,56.142857142857146,At Risk
INV001941,2,268.0,Healthy
INV001942,3,140.0,Healthy
INV001943,7,62.0,At Risk
INV001944,10,45.22222222222222,At Risk
INV001945,8,46.57142857142857,At Risk
INV001946,6,56.6,At Risk
INV001947,1,,Healthy
INV001948,4,147.66666666666666,Healthy
INV001949,4,58.666666666666664,Healthy
INV001950,12,44.09090909090909,At Risk
INV001951,10,47.111111111111114,At Risk
INV001952,3,144.5,Healthy
INV001953,2,409.0,Healthy
INV001954,9,54.25,At Risk
INV001955,8,54.285714285714285,At Risk
INV001956,7,79.33333333333333,At Risk
INV001957,2,41.0,Healthy
INV001958,3,186.5,Healthy
INV001959,9,53.75,At Risk
INV001960,3,146.5,Healthy
INV001961,8,65.85714285714286,At Risk
INV001962,6,70.6,At Risk
INV001963,4,133.66666666666666,Healthy
INV001964,1,,Healthy
INV001965,2,152.0,Healthy
INV001966,4,127.33333333333333,Healthy
INV001967,8,25.857142857142858,Healthy
INV001968,5,60.5,Healthy
INV001969,11,45.1,At Risk
INV001970,7,67.66666666666667,At Risk
INV001971,11,38.3,At Risk
INV001972,12,35.0,Healthy
INV001973,1,,Healthy
INV001974,11,35.7,At Risk
INV001975,6,78.2,At Risk
INV001976,3,106.0,Healthy
INV001977,9,56.75,At Risk
INV001978,7,76.16666666666667,At Risk
INV001979,11,42.0,At Risk
INV001980,3,213.5,Healthy
INV001981,5,122.75,Healthy
INV001982,8,61.285714285714285,At Risk
INV001983,8,68.71428571428571,At Risk
INV001984,1,,Healthy
INV001985,7,70.83333333333333,At Risk
INV001986,9,38.25,At Risk
INV001987,11,40.2,At Risk
INV001988,3,55.0,Healthy
INV001989,3,89.5,Healthy
INV001990,12,40.63636363636363,At Risk
INV001991,3,27.5,Healthy
INV001992,5,101.5,Healthy
INV001993,11,44.7,At Risk
INV001994,2,120.0,Healthy
INV001995,9,43.75,At Risk
INV001996,2,157.0,Healthy
INV001997,9,59.25,At Risk
INV001998,12,42.90909090909091,At Risk
INV001999,12,29.90909090909091,Healthy
INV002000,7,53.333333333333336,At Risk
INV002001,9,53.0,At Risk
INV002002,5,85.25,Healthy
INV002003,7,41.333333333333336,At Risk
INV002004,2,42.0,Healthy
INV002005,7,54.5,At Risk
INV002006,8,52.57142857142857,At Risk
INV002007,4,82.66666666666667,Healthy
INV002008,10,39.22222222222222,At Risk
INV002009,1,,Healthy
INV002010,8,69.28571428571429,At Risk
INV002011,9,59.75,At Risk
INV002012,7,69.16666666666667,At Risk
INV002013,8,57.57142857142857,At Risk
INV002014,3,92.5,Healthy
INV002015,4,134.0,Healthy
INV002016,4,106.0,Healthy
INV002017,9,49.25,At Risk
INV002018,11,44.1,At Risk
INV002019,8,65.0,At Risk
INV002020,3,130.5,Healthy
INV002021,7,46.166666666666664,At Risk
INV002022,7,52.0,At Risk
INV002023,5,75.5,Healthy
INV002024,3,25.0,Healthy
INV002025,7,55.833333333333336,At Risk
INV002026,6,85.4,At Risk
INV002027,4,133.0,Healthy
INV002028,2,222.0,Healthy
INV002029,2,75.0,Healthy
INV002030,8,71.71428571428571,At Risk
INV002031,1,,Healthy
INV002032,3,208.0,Healthy
INV002033,11,38.9,At Risk
INV002034,12,46.0,At Risk
INV002035,11,39.0,At Risk
INV002036,12,28.0,Healthy
INV002037,10,37.666666666666664,At Risk
INV002038,9,52.5,At Risk
INV002039,11,46.1,At Risk
INV002040,10,50.77777777777778,At Risk
INV002041,6,52.8,At Risk
INV002042,10,46.666666666666664,At Risk
INV002043,5,86.75,Healthy
INV002044,8,53.714285714285715,At Risk
INV002045,9,60.0,At Risk
INV002046,2,363.0,Healthy
INV002047,4,134.66666666666666,Healthy
INV002048,1,,Healthy
INV002049,7,66.16666666666667,At Risk
INV002050,5,91.75,Healthy
INV002051,10,43.666666666666664,At Risk
INV002052,9,33.125,Healthy
INV002053,2,21.0,Healthy
INV002054,5,78.5,Healthy
INV002055,8,69.0,At Risk
INV002056,7,80.66666666666667,At Risk
INV002057,2,62.0,Healthy
INV002058,3,101.5,Healthy
INV002059,3,214.0,Healthy
INV002060,7,63.833333333333336,At Risk
INV002061,7,80.5,At Risk
INV002062,3,58.0,Healthy
INV002063,3,36.5,Healthy
INV002064,4,68.33333333333333,Healthy
INV002065,4,163.33333333333334,Healthy
INV002066,6,81.8,At Risk
INV002067,9,53.375,At Risk
INV002068,2,221.0,Healthy
INV002069,11,42.8,At Risk
INV002070,11,48.8,At Risk
INV002071,4,142.33333333333334,Healthy
INV002072,3,133.5,Healthy
INV002073,5,80.25,Healthy
INV002074,6,55.4,At Risk
INV002075,6,66.2,At Risk
INV002076,1,,Healthy
INV002077,6,76.2,At Risk
INV002078,2,54.0,Healthy
INV002079,4,61.333333333333336,Healthy
INV002080,9,60.0,At Risk
INV002081,5,55.0,Healthy
INV002082,5,56.75,Healthy
INV002083,11,46.5,At Risk
INV002084,1,,Healthy
INV002085,7,54.166666666666664,At Risk
INV002086,1,,Healthy
INV002087,6,70.6,At Risk
INV002088,8,68.28571428571429,At Risk
INV002089,4,114.66666666666667,Healthy
INV002090,10,53.55555555555556,At Risk
INV002091,1,,Healthy
INV002092,10,38.111111111111114,At Risk
INV002093,8,36.57142857142857,At Risk
INV002094,4,118.66666666666667,Healthy
INV002095,11,43.5,At Risk
INV002096,6,63.8,At Risk
INV002097,3,37.0,Healthy
INV002098,9,51.625,At Risk
INV002099,8,71.28571428571429,At Risk
INV002100,3,83.0,Healthy
INV002101,12,38.0,At Risk
INV002102,9,46.875,At Risk
INV002103,4,19.333333333333332,Healthy
INV002104,10,44.77777777777778,At Risk
INV002105,1,,Healthy
INV002106,5,89.0,Healthy
INV002107,10,55.333333333333336,At Risk
INV002108,3,164.5,Healthy
INV002109,8,25.857142857142858,Healthy
INV002110,7,46.333333333333336,At Risk
INV002111,12,42.27272727272727,At Risk
INV002112,9,49.125,At Risk
INV002113,6,80.8,At Risk
INV002114,8,48.714285714285715,At Risk
INV002115,8,65.71428571428571,At Risk
INV002116,10,30.11111111111111,Healthy
INV002117,8,63.857142857142854,At Risk
INV002118,2,57.0,Healthy
INV002119,10,47.44444444444444,At Risk
INV002120,3,109.5,Healthy
INV002121,9,51.375,At Risk
INV002122,8,45.142857142857146,At Risk
INV002123,7,67.0,At Risk
INV002124,10,52.111111111111114,At Risk
INV002125,6,36.0,At Risk
INV002126,7,71.0,At Risk
INV002127,8,47.0,At Risk
INV002128,6,87.6,At Risk
INV002129,4,91.0,Healthy
INV002130,6,62.6,At Risk
INV002131,8,65.85714285714286,At Risk
INV002132,3,17.5,Healthy
INV002133,6,89.8,At Risk
INV002134,12,45.09090909090909,At Risk
INV002135,10,55.77777777777778,At Risk
INV002136,4,91.66666666666667,Healthy
INV002137,10,31.666666666666668,Healthy
INV002138,8,65.57142857142857,At Risk
INV002139,8,66.71428571428571,At Risk
INV002140,3,174.5,Healthy
INV002141,7,44.833333333333336,At Risk
INV002142,10,52.44444444444444,At Risk
INV002143,12,40.45454545454545,At Risk
INV002144,5,91.25,Healthy
INV002145,3,84.5,Healthy
INV002146,3,108.5,Healthy
INV002147,2,347.0,Healthy
INV002148,4,129.33333333333334,Healthy
INV002149,11,31.9,Healthy
INV002150,6,73.6,At Risk
INV002151,10,53.666666666666664,At Risk
INV002152,8,67.42857142857143,At Risk
INV002153,10,45.22222222222222,At Risk
INV002154,12,44.90909090909091,At Risk
INV002155,8,59.714285714285715,At Risk
INV002156,3,98.0,Healthy
INV002157,12,40.90909090909091,At Risk
INV002158,9,61.375,At Risk
INV002159,8,46.42857142857143,At Risk
INV002160,3,36.0,Healthy
INV002161,8,64.14285714285714,At Risk
INV002162,10,51.888888888888886,At Risk
INV002163,2,306.0,Healthy
INV002164,7,58.166666666666664,At Risk
INV002165,7,82.16666666666667,At Risk
INV002166,7,82.66666666666667,At Risk
INV002167,9,39.125,At Risk
INV002168,4,167.66666666666666,Healthy
INV002169,4,112.66666666666667,Healthy
INV002170,7,65.83333333333333,At Risk
INV002171,7,55.833333333333336,At Risk
INV002172,3,141.0,Healthy
INV002173,2,148.0,Healthy
INV002174,6,86.0,At Risk
INV002175,2,92.0,Healthy
INV002176,7,81.33333333333333,At Risk
INV002177,11,43.8,At Risk
INV002178,11,46.5,At Risk
INV002179,11,42.3,At Risk
INV002180,3,154.0,Healthy
INV002181,6,72.2,At Risk
INV002182,12,40.09090909090909,At Risk
INV002183,4,97.66666666666667,Healthy
INV002184,11,47.5,At Risk
INV002185,10,28.77777777777778,Healthy
INV002186,10,49.888888888888886,At Risk
INV002187,12,44.18181818181818,At Risk
INV002188,9,28.5,Healthy
INV002189,12,43.63636363636363,At Risk
INV002190,5,76.25,Healthy
INV002191,5,121.0,Healthy
INV002192,10,40.666666666666664,At Risk
INV002193,3,71.5,Healthy
INV002194,1,,Healthy
INV002195,10,48.77777777777778,At Risk
INV002196,10,56.666666666666664,At Risk
INV002197,5,105.25,Healthy
INV002198,12,33.63636363636363,Healthy
INV002199,9,38.125,At Risk
INV002200,6,83.6,At Risk
INV002201,10,44.44444444444444,At Risk
INV002202,10,54.77777777777778,At Risk
INV002203,2,128.0,Healthy
INV002204,4,144.66666666666666,Healthy
INV002205,6,87.4,At Risk
INV002206,11,43.8,At Risk
INV002207,7,73.0,At Risk
INV002208,11,42.8,At Risk
INV002209,2,271.0,Healthy
INV002210,1,,Healthy
INV002211,10,42.55555555555556,At Risk
INV002212,8,58.42857142857143,At Risk
INV002213,9,36.625,At Risk
INV002214,12,42.09090909090909,At Risk
INV002215,10,53.888888888888886,At Risk
INV002216,10,48.0,At Risk
INV002217,5,82.25,Healthy
INV002218,8,52.57142857142857,At Risk
INV002219,11,49.9,At Risk
INV002220,11,31.3,Healthy
INV002221,2,214.0,Healthy
INV002222,3,137.5,Healthy
INV002223,6,82.6,At Risk
INV002224,5,106.5,Healthy
INV002225,5,69.75,Healthy
INV002226,4,33.666666666666664,Healthy
INV002227,5,41.75,Healthy
INV002228,9,42.875,At Risk
INV002229,10,44.666666666666664,At Risk
INV002230,11,43.4,At Risk
INV002231,1,,Healthy
INV002232,12,38.54545454545455,At Risk
INV002233,1,,Healthy
INV002234,8,47.42857142857143,At Risk
INV002235,7,69.83333333333333,At Risk
INV002236,9,55.25,At Risk
INV002237,10,41.77777777777778,At Risk
INV002238,7,78.66666666666667,At Risk
INV002239,7,75.5,At Risk
INV002240,12,42.45454545454545,At Risk
INV002241,11,47.8,At Risk
INV002242,5,95.75,Healthy
INV002243,5,126.0,Healthy
INV002244,10,50.55555555555556,At Risk
INV002245,12,37.27272727272727,At Risk
INV002246,3,79.0,Healthy
INV002247,2,33.0,Healthy
INV002248,7,47.166666666666664,At Risk
INV002249,10,31.444444444444443,Healthy
INV002250,12,44.36363636363637,At Risk
INV002251,7,52.166666666666664,At Risk
INV002252,11,35.9,At Risk
INV002253,5,49.25,Healthy
INV002254,1,,Healthy
INV002255,5,79.25,Healthy
INV002256,6,75.6,At Risk
INV002257,3,166.0,Healthy
INV002258,8,54.0,At Risk
INV002259,11,39.6,At Risk
INV002260,11,44.1,At Risk
INV002261,8,46.857142857142854,At Risk
INV002262,8,29.0,Healthy
INV002263,1,,Healthy
INV002264,8,53.857142857142854,At Risk
INV002265,10,46.0,At Risk
INV002266,4,113.0,Healthy
INV002267,10,51.77777777777778,At Risk
INV002268,2,15.0,Healthy
INV002269,5,103.75,Healthy
INV002270,11,44.6,At Risk
INV002271,6,47.0,At Risk
INV002272,3,104.5,Healthy
INV002273,2,137.0,Healthy
INV002274,10,46.55555555555556,At Risk
INV002275,10,43.666666666666664,At Risk
INV002276,10,46.55555555555556,At Risk
INV002277,12,38.45454545454545,At Risk
INV002278,3,237.0,Healthy
INV002279,4,65.0,Healthy
INV002280,10,51.111111111111114,At Risk
INV002281,6,96.6,At Risk
INV002282,12,30.272727272727273,Healthy
INV002283,5,78.0,Healthy
INV002284,12,40.72727272727273,At Risk
INV002285,3,9.0,Healthy
INV002286,8,55.285714285714285,At Risk
INV002287,6,50.2,At Risk
INV002288,2,97.0,Healthy
INV002289,2,10.0,Healthy
INV002290,10,37.44444444444444,At Risk
INV002291,4,83.66666666666667,Healthy
INV002292,11,39.9,At Risk
INV002293,2,65.0,Healthy
INV002294,10,42.888888888888886,At Risk
INV002295,12,42.72727272727273,At Risk
INV002296,2,242.0,Healthy
INV002297,3,130.0,Healthy
INV002298,9,44.375,At Risk
INV002299,7,53.5,At Risk
INV002300,5,86.0,Healthy
INV002301,2,335.0,Healthy
INV002302,9,39.25,At Risk
INV002303,1,,Healthy
INV002304,12,34.81818181818182,Healthy
INV002305,2,12.0,Healthy
INV002306,8,69.57142857142857,At Risk
INV002307,6,68.4,At Risk
INV002308,11,40.2,At Risk
INV002309,2,0.0,Healthy
INV002310,6,58.2,At Risk
INV002311,11,46.8,At Risk
INV002312,5,96.25,Healthy
INV002313,1,,Healthy
INV002314,4,116.66666666666667,Healthy
INV002315,12,39.18181818181818,At Risk
INV002316,5,127.5,Healthy
INV002317,3,22.0,Healthy
INV002318,5,103.25,Healthy
INV002319,11,36.0,At Risk
INV002320,3,78.0,Healthy
INV002321,1,,Healthy
INV002322,9,39.625,At Risk
INV002323,7,56.5,At Risk
INV002324,8,40.142857142857146,At Risk
INV002325,5,84.25,Healthy
INV002326,10,45.888888888888886,At Risk
INV002327,11,45.5,At Risk
INV002328,7,68.5,At Risk
INV002329,12,35.90909090909091,At Risk
INV002330,5,23.0,Healthy
INV002331,4,115.66666666666667,Healthy
INV002332,8,60.142857142857146,At Risk
INV002333,6,72.4,At Risk
INV002334,4,114.0,Healthy
INV002335,4,95.33333333333333,Healthy
INV002336,1,,Healthy
INV002337,2,46.0,Healthy
INV002338,7,82.83333333333333,At Risk
INV002339,6,61.2,At Risk
INV002340,3,12.0,Healthy
INV002341,6,47.4,At Risk
INV002342,9,49.5,At Risk
INV002343,12,42.0,At Risk
INV002344,8,62.57142857142857,At Risk
INV002345,8,49.142857142857146,At Risk
INV002346,6,86.6,At Risk
INV002347,9,40.5,At Risk
INV002348,12,44.27272727272727,At Risk
INV002349,10,42.888888888888886,At Risk
INV002350,10,53.666666666666664,At Risk
INV002351,12,43.09090909090909,At Risk
INV002352,5,61.5,Healthy
INV002353,9,51.75,At Risk
INV002354,1,,Healthy
INV002355,2,267.0,Healthy
INV002356,2,21.0,Healthy
INV002357,12,39.09090909090909,At Risk
INV002358,5,66.5,Healthy
INV002359,1,,Healthy
INV002360,12,40.81818181818182,At Risk
INV002361,10,49.888888888888886,At Risk
INV002362,1,,Healthy
INV002363,9,59.125,At Risk
INV002364,8,54.0,At Risk
INV002365,10,51.333333333333336,At Risk
INV002366,4,142.66666666666666,Healthy
INV002367,8,51.285714285714285,At Risk
INV002368,12,33.36363636363637,Healthy
INV002369,10,52.55555555555556,At Risk
INV002370,8,60.142857142857146,At Risk
INV002371,2,86.0,Healthy
INV002372,9,59.5,At Risk
INV002373,12,44.63636363636363,At Risk
INV002374,11,39.9,At Risk
INV002375,4,41.333333333333336,Healthy
INV002376,2,14.0,Healthy
INV002377,4,107.66666666666667,Healthy
INV002378,6,67.2,At Risk
INV002379,5,106.25,Healthy
INV002380,4,102.33333333333333,Healthy
INV002381,6,77.2,At Risk
INV002382,8,38.57142857142857,At Risk
INV002383,4,74.0,Healthy
INV002384,12,36.36363636363637,At Risk
INV002385,3,23.0,Healthy
INV002386,1,,Healthy
INV002387,10,57.0,At Risk
INV002388,9,43.875,At Risk
INV002389,12,41.54545454545455,At Risk
INV002390,7,71.33333333333333,At Risk
INV002391,10,23.666666666666668,Healthy
INV002392,6,82.0,At Risk
INV002393,9,49.75,At Risk
INV002394,7,53.833333333333336,At Risk
INV002395,6,97.0,At Risk
INV002396,4,129.0,Healthy
INV002397,7,51.666666666666664,At Risk
INV002398,1,,Healthy
INV002399,12,40.36363636363637,At Risk
INV002400,12,44.45454545454545,At Risk
INV002401,11,41.4,At Risk
INV002402,10,47.44444444444444,At Risk
INV002403,5,93.0,Healthy
INV002404,2,91.0,Healthy
INV002405,4,74.33333333333333,Healthy
INV002406,2,58.0,Healthy
INV002407,10,46.333333333333336,At Risk
INV002408,2,107.0,Healthy
INV002409,12,35.36363636363637,At Risk
INV002410,1,,Healthy
INV002411,5,101.5,Healthy
INV002412,7,75.5,At Risk
INV002413,11,41.1,At Risk
INV002414,7,84.5,At Risk
INV002415,11,40.2,At Risk
INV002416,9,62.25,At Risk
INV002417,10,55.55555555555556,At Risk
INV002418,8,65.42857142857143,At Risk
INV002419,4,117.66666666666667,Healthy
INV002420,12,43.0,At Risk
INV002421,2,51.0,Healthy
INV002422,12,41.18181818181818,At Risk
INV002423,5,86.75,Healthy
INV002424,6,53.0,At Risk
INV002425,4,60.0,Healthy
INV002426,6,68.2,At Risk
INV002427,9,32.5,Healthy
INV002428,4,133.33333333333334,Healthy
INV002429,8,56.142857142857146,At Risk
INV002430,11,46.0,At Risk
INV002431,8,66.0,At Risk
INV002432,2,289.0,Healthy
INV002433,1,,Healthy
INV002434,7,73.5,At Risk
INV002435,5,86.5,Healthy
INV002436,4,152.0,Healthy
INV002437,10,32.77777777777778,Healthy
INV002438,3,133.5,Healthy
INV002439,2,30.0,Healthy
INV002440,6,74.6,At Risk
